NodeID_1,intersection
0009794,Quintard Street and Reid Avenue
0009795,Quintard Street at Cameron Avenue and Mason Avenue
0009796,Reid Avenue and Parkinson Avenue
0009797,Cameron Avenue and Parkinson Avenue
0009799,Kermit Avenue and Parkinson Avenue
0009800,Parkinson Avenue and Kermit Avenue
0009801,Parkinson Avenue and Mc Cormick Place
0009802,Ledyard Place and Parkinson Avenue
0009803,Parkinson Avenue and Kramer Street
0009805,Norway Avenue and Kramer Street
0009806,Parkinson Avenue and Hylan Boulevard
0009808,Leslie Avenue and Woodlawn Avenue
0009810,Fayette Avenue and Woodlawn Avenue
0009811,Norway Avenue at Hylan Boulevard and Clove Road
0009814,Kermit Avenue and Norway Avenue
0009816,Clove Road and Normalee Road
0009817,Fayette Avenue and Clove Road
0009818,Hylan Boulevard and Mallory Avenue
0009820,Normalee Road
0009821,Whitney Avenue
0009822,Sheridan Avenue and Crist Street
0009823,West Fingerboard Road and Sheridan Avenue
0009824,Clove Road and Crist Street
0009826,Leslie Avenue
0009827,Clove Road and West Fingerboard Road
0009828,Clove Road and Whitney Avenue
0009829,Leslie Avenue and Clove Road
0009831,Clove Road and Windermere Road
0009833,West Fingerboard Road and Windermere Road
0009836,Mosel Avenue and Sable Avenue
0009837,Clove Road and Lakeview Terrace
0009838,Clove Road and Hillcrest Terrace
0009839,Darien Street
0009842,Hillcrest Terrace and Hillcrest Court
0009844,Hillcrest Court and Lakeview Terrace
0009845,Lakeside Place
0009847,Delphine Terrace
0009849,Quincy Avenue and Seaview Avenue
0009850,Buel Avenue and Oceanside Avenue
0009851,Oceanside Avenue and Liberty Avenue
0009852,Seaview Avenue and Oceanside Avenue
0009853,Fr Capodanno Boulevard and Seaview Avenue
0009857,Quintard Street and Olympia Boulevard
0009858,Nugent Avenue and Winfield Street
0009859,Nugent Avenue and Vulcan Street
0009861,Olympia Boulevard and Winfield Street
0009862,Nugent Avenue and Tony Court
0009863,Norway Avenue at Foch Avenue and Appleby Avenue
0009864,Olympia Boulevard and Vulcan Street
0009865,Norway Avenue and Nugent Avenue
0009866,Olympia Boulevard and Norway Avenue
0009867,Oberlin Street and Reid Avenue
0009868,Cameron Avenue and Oberlin Street
0009869,Norway Avenue at Mc Clean Avenue and Reid Avenue
0009870,Norway Avenue and Mc Clean Avenue
0009871,Cameron Avenue and Norway Avenue
0009872,Scott Avenue and Norway Avenue
0009873,Mallory Avenue and Mc Clean Avenue
0009874,Mc Clean Avenue and Lamport Boulevard
0009875,Foch Avenue and Mallory Avenue
0009877,Norway Avenue
0009878,Kramer Street and Mallory Avenue
0009879,Lamport Boulevard and Kramer Street
0009880,Kramer Street and Kensington Avenue
0009881,Hylan Boulevard and Allendale Road
0009882,Allendale Road and Normalee Road
0009883,Allendale Road and Radcliff Road
0009884,Kensington Avenue at Steuben Street and Hylan Boulevard
0009886,Normalee Road and Steuben Street
0009887,Jerome Avenue
0009888,Steuben Street and Radcliff Road
0009889,Kramer Street and Jerome Avenue
0009891,Steuben Street and Beverly Road
0009893,Delphine Terrace and Windermere Road
0009894,Allendale Road and Beverly Road
0009895,Allendale Road and West Fingerboard Road
0009896,Windermere Road and Overlook Terrace
0009897,Steuben Street
0009899,Steuben Street and Windermere Road
0009902,Overlook Terrace
0009903,Steuben Street at Hylan Boulevard North and Manorville Court
0009905,Narrows Road South and Hylan Boulevard North
0009906,Steuben Street and Olga Place
0009907,Olga Place at Hylan Boulevard South and Steuben Street
0009908,Narrows Road South and Hylan Boulevard South
0009910,Patterson Avenue and Quintard Street
0009912,Patterson Avenue and Winfield Street
0009913,Patterson Avenue and Vulcan Street
0009917,Pearsall Street and Agnes Place
0009919,Mallory Avenue and Olympia Boulevard
0009920,Mallory Avenue and Lava Street
0009921,Olympia Boulevard and Lamport Boulevard
0009923,Pearsall Street and Olympia Boulevard
0009924,Olympia Boulevard and Kensington Avenue
0009925,Mc Laughlin Street and Olympia Boulevard
0009926,Olympia Boulevard and Jerome Avenue
0009927,Kensington Avenue and Mc Clean Avenue
0009928,Foch Avenue and Lamport Boulevard
0009929,Foch Avenue and Kensington Avenue
0009930,Jerome Avenue and Foch Avenue
0009931,Foch Avenue and Bionia Avenue
0009932,Andrews Street and Olympia Boulevard
0009933,Jerome Avenue and Mc Clean Avenue
0009934,Bionia Avenue and Mc Clean Avenue
0009935,Hickory Avenue and Mc Clean Avenue
0009936,Linwood Avenue and Major Avenue
0009937,Linwood Avenue and Mc Farland Avenue
0009938,Briarcliff Road
0009939,Kramer Street at Hylan Boulevard and Bionia Avenue
0009940,Radcliff Road and Briarcliff Road
0009941,Beverly Road and Briarcliff Road
0009942,Hylan Boulevard and Hickory Avenue
0009943,West Fingerboard Road and Briarcliff Road
0009944,Linwood Avenue and Hylan Boulevard
0009945,Beverly Road and Radcliff Road
0009946,West Fingerboard Road at Hylan Boulevard and Radcliff Road
0009947,Beverly Road and Steuben Street
0009948,West Fingerboard Road and Steuben Street
0009949,Pouch Terrace and Windermere Road
0009950,Pouch Terrace
0009951,Pouch Terrace
0009952,Pouch Terrace and Piedmont Avenue
0009953,Piedmont Avenue and Vista Place
0009954,Hylan Boulevard and Piedmont Avenue
0009955,Pouch Terrace and Roderick Avenue
0009956,Roderick Avenue and Vista Place
0009957,Roderick Avenue and Hylan Boulevard
0009958,Olga Place and Pouch Terrace
0009959,Narrows Road South and Hylan Boulevard
0009960,Hylan Boulevard and Olga Place
0009961,Hylan Boulevard at Windermere Road and Legion Place
0009962,Narrows Road South and Legion Place
0009963,Piedmont Avenue
0009964,Narrows Road South and Grasmere Drive
0009965,Roderick Avenue
0009968,Vulcan Street and Quincy Avenue
0009969,Reynaud Street
0009970,Agnes Place at Quincy Avenue and Mc Laughlin Street
0009972,Reynaud Street and Mc Laughlin Street
0009973,Mc Laughlin Street
0009977,Quincy Avenue and Andrews Street
0009979,South Beach Avenue and Lansing Street
0009980,Wentworth Avenue
0009981,Lansing Street and Orlando Street
0009983,Lansing Street and Balfour Street
0009984,Olympia Boulevard and Bionia Avenue
0009985,Hickory Avenue and Foch Avenue
0009987,Olympia Boulevard and Wentworth Avenue
0009988,Linwood Avenue and Foch Avenue
0009989,Olympia Boulevard and Hickory Avenue
0009990,Linwood Avenue
0009991,South Beach Avenue and Olympia Boulevard
0009992,Olympia Boulevard and Orlando Street
0009993,Argonne Street
0009994,Foch Avenue and Piave Avenue
0009995,Argonne Street and Piave Avenue
0009996,Piave Avenue and Cambria Street
0009997,Olympia Boulevard and Balfour Street
0009998,Linwood Avenue and Mc Clean Avenue
0009999,Linwood Avenue and Diaz Street
0010000,Linwood Avenue and Pershing Street
0010001,Piave Avenue and Mc Clean Avenue
0010002,Piave Avenue and Pershing Street
0010003,Mc Farland Avenue and Sand Lane
0010004,Piave Avenue at Humbert Street and Diaz Street
0010006,Sand Lane and Mc Clean Avenue
0010007,Sand Lane at Cedar Avenue and Humbert Street
0010009,Arthur Avenue and Mc Clean Avenue
0010011,Hylan Boulevard at Sand Lane and West Fingerboard Road
0010013,Sand Lane and Hylan Boulevard
0010014,Hylan Boulevard
0010015,Sand Lane and Major Avenue
0010016,Hylan Boulevard and Fingerboard Road
0010018,Chicago Avenue
0010020,Fingerboard Road and Grasmere Drive
0010021,Columbia Avenue and Chicago Alley
0010022,Columbia Avenue and Fingerboard Road
0010023,Columbia Avenue
0010024,Chicago Avenue and Columbia Avenue
0010028,Fingerboard Road and Hillbrook Drive
0010030,Landis Avenue and Chicago Avenue
0010032,Cleveland Place and Fingerboard Road
0010041,Lansing Street and Wills Place
0010042,Quincy Avenue
0010044,Crestwater Court and Oceanside Avenue
0010045,Sunnymeade Village and Sand Lane
0010046,Sand Lane and Oceanside Avenue
0010047,Sand Lane and Fr Capodanno Boulevard
0010050,Oceanside Avenue and Arthur Avenue
0010051,Olympia Boulevard and Piave Avenue
0010052,Olympia Boulevard and Wills Place
0010053,Sand Lane and Olympia Boulevard
0010054,Sand Lane and Robin Road
0010055,Sand Lane and Quincy Avenue
0010056,Robin Road and Arthur Avenue
0010057,Mills Avenue and Robin Road
0010058,Ragazzi Lane at Robin Road and Austin Avenue
0010059,Oceanside Avenue at Ragazzi Lane and Mills Avenue
0010060,Austin Avenue and Retner Street
0010061,Cedar Avenue and Arthur Avenue
0010062,Mc Clean Avenue and Mills Avenue
0010063,Mc Clean Avenue and Wallace Avenue
0010064,Cedar Avenue and Mills Avenue
0010066,Cedar Avenue and Wallace Avenue
0010067,Cedar Avenue and Austin Avenue
0010068,Cedar Avenue and Jackson Avenue
0010070,Jackson Avenue and Cedar Avenue
0010071,Retner Street and Jackson Avenue
0010073,Cedar Avenue and Conger Street
0010074,Major Avenue and Wallace Avenue
0010075,Mc Farland Avenue and Wallace Avenue
0010076,Pickersgill Avenue
0010077,Pickersgill Avenue and Landis Avenue
0010078,Mc Clean Avenue and Jackson Avenue
0010079,Hastings Street and Mc Farland Avenue
0010080,Hastings Street at Major Avenue and Landis Avenue
0010082,Mc Clean Avenue and Hastings Street
0010083,Major Avenue at Savo Lane and Pebble Lane
0010084,Conger Street and Mc Clean Avenue
0010086,Mc Clean Avenue at Pebble Lane and Railroad Avenue
0010087,Florida Avenue and Major Avenue
0010090,Cleveland Place and Chicago Avenue
0010091,Cleveland Place at Brown Place and Cleveland Alley
0010092,Garson Avenue and Cleveland Place
0010093,Landis Avenue and Knauth Place
0010095,Knauth Place
0010100,Narrows Road South and Hastings Street
0010105,Fingerboard Road at Narrows Road South and Verrazano Branch Appr
0010107,Narrows Road North and Fingerboard Road
0010109,Staten Island Exwy Eb Exit 15 South-N and Staten Island Exwy Wb En Lily Pnd
0010110,Lincoln Place and Fingerboard Road
0010111,Fingerboard Road and Harvey Street
0010114,Harvey Street and Brown Place
0010115,Narrows Road North and Staten Island Exwy Wb Exit 15 South
0010117,Staten Island Exwy Wb En Lily Pnd at Lincoln Place and Garfield Avenue
0010118,Garfield Avenue and Harvey Street
0010120,Staten Island Exwy Wb En Lily Pnd and Lincoln Avenue
0010121,Fillmore Place and Garfield Avenue
0010124,Lily Pond Avenue and Staten Island Exwy Wb Exit 15 South
0010125,Lily Pond Avenue and Staten Island Exwy Wb En Lily Pnd
0010126,Tompkins Avenue at Staten Island Epwy Wb Exit 15 North and Lily Pond Avenue
0010127,Tompkins Avenue and Lyman Avenue
0010133,Robin Road and Doty Avenue
0010136,Doty Avenue and Alex Circle
0010138,Robin Road and Jackson Avenue
0010139,Fr Capodanno Boulevard and Alex Circle
0010142,Fr Capodanno Boulevard and Doty Avenue
0010145,Sea Gate Court and Fr Capodanno Boulevard
0010147,Fr Capodanno Boulevard at Linda Avenue and Drury Avenue
0010148,Fr Capodanno Boulevard and Drury Avenue
0010149,Fr Capodanno Boulevard and Seaside Lane
0010150,Drury Avenue
0010151,Railroad Avenue and Cedar Avenue
0010152,Jackson Avenue and Railroad Avenue
0010153,Cedar Avenue and Windom Avenue
0010154,Robin Road and Linda Avenue
0010155,Cedar Avenue and Ocean Avenue
0010156,Robin Road and Windom Avenue
0010157,Ocean Avenue and Guilford Street
0010158,Palisade Street
0010159,Galesville Court
0010160,Robin Road and Ocean Avenue
0010161,Fr Capodanno Boulevard and Ocean Avenue
0010162,Lily Pond Avenue and Palisade Street
0010163,Robin Road and Fr Capodanno Boulevard
0010164,Guilford Street and Lily Pond Avenue
0010165,Mc Clean Avenue at Florida Avenue and Ocean Avenue
0010166,Major Avenue at Lily Pond Avenue and Si Exwy En Eastbound
0010167,Waterford Court
0010168,Lily Pond Avenue and Mc Clean Avenue
0010169,Lily Pond Avenue and Waterford Court
0010170,Lily Pond Avenue and Galesville Court
0010173,Mc Clean Avenue and Duer Avenue
0010176,Savo Lane and Narrows Road South
0010180,Lily Pond Avenue and Verrazano Branch Appr
0010181,Verrazano Branch Appr
0010183,Narrows Road South and Lily Pond Avenue
0010188,Major Avenue and Duer Avenue
0010189,Major Avenue at Verrazano Branch Appr and Staten Island Epwy Wb Exit 15 North
0010190,Tompkins Avenue and Major Avenue
0010195,School Road and Lily Pond Avenue
0010196,Tompkins Avenue
0010209,Drury Avenue and Ocean Avenue
0010213,Fr Capodanno Boulevard and Lily Pond Avenue
0010230,Mc Clean Avenue and Tompkins Avenue
0010235,Mc Clean Avenue and Richmond Avenue
0010335,Hanover Avenue and Clove Road
0010336,Neckar Avenue and Clove Road
0010337,Hanover Avenue and Narrows Road South
0010338,Narrows Road North at De Kalb Street and Britton Avenue
0010339,Neckar Avenue and Narrows Road South
0010340,Narrows Road North at Staten Island Exwy Wb Exit 13 and Hanover Avenue
0010342,Sable Avenue at Weser Avenue and Narrows Road South
0010343,Narrows Road North and Neckar Avenue
0010345,Sable Avenue and Elbe Avenue
0010348,Neckar Avenue and Pierce Street
0010349,Targee Street and Pierce Street
0010350,Rhine Avenue and Steuben Street
0010351,Oder Avenue and Pierce Street
0010352,Steuben Street and Targee Street
0010353,Pierce Street and Britton Avenue
0010354,Steuben Street and Oder Avenue
0010355,Pierce Street and Hanover Avenue
0010356,Britton Avenue and Steuben Street
0010357,Saunder Street and Oder Avenue
0010358,Hanover Avenue and Steuben Street
0010359,Britton Avenue and Saunder Street
0010360,Britton Avenue
0010361,Richmond Road at Vanderbilt Avenue and Van Duzer Street
0010362,Vanderbilt Avenue and Ellington Street
0010363,Vanderbilt Avenue at Cornell Place and Cliffside Avenue
0010364,Rhine Avenue and Mary Street
0010366,Mary Street at Targee Street and Palma Drive
0010367,Targee Street and Ellington Street
0010368,Cliffside Avenue and Targee Street
0010369,Palma Drive and Oder Avenue
0010370,Targee Street and Sobel Court
0010371,Van Duzer Street and Metcalfe Street
0010373,Vanderbilt Avenue and Hamilton Street
0010375,Targee Street and Metcalfe Street
0010376,Targee Street and Roff Street
0010377,Vanderbilt Avenue and Metcalfe Street
0010378,Nunley Court and Vanderbilt Avenue
0010379,Roff Street and Hardy Street
0010380,Centre Avenue and Ramsey Place
0010381,Ramsey Place and Baring Place
0010382,Roff Street and Van Duzer Street
0010383,Van Duzer Street and Irving Place
0010384,Van Duzer Street and Waverly Place
0010385,Baring Place and Van Duzer Street
0010386,Osgood Avenue and Van Duzer Street
0010387,Roff Street and Delford Street
0010388,Delford Street and Irving Place
0010389,Targee Street and Irving Place
0010390,Targee Street and Waverly Place
0010391,Osgood Avenue and Targee Street
0010392,Waverly Place and Wiederer Place
0010393,Wiederer Place and Prince Street
0010394,Osgood Avenue and Wiederer Place
0010404,Van Duzer Street at Oakland Terrace and Laurel Avenue
0010405,Van Duzer Street and Chestnut Street
0010407,Tessa Court at Van Duzer Street and Young Street
0010408,Maxie Court and Van Duzer Street
0010409,Laurel Avenue and Targee Street
0010411,Targee Street and Young Street
0010426,Van Duzer Street and Broad Street
0010429,Van Duzer Street and Shelterview Drive
0010430,Targee Street and Broad Street
0010434,Pearl Street
0010435,Norwood Court
0010436,Norwood Court
0010437,Calvin Street and Murray Place
0010439,Pearl Street and Calvin Street
0010440,Van Duzer Street and St. Paul's Avenue
0010441,Howard Avenue and Louis Street
0010442,Trossach Road and Sunrise Terrace
0010443,Norwood Court and Trossach Road
0010446,Sunrise Terrace and Marion Avenue
0010447,Murray Place and Trossach Road
0010449,Sunrise Terrace and Louis Street
0010450,Occident Avenue and Ward Avenue
0010451,Pearl Street and Trossach Road
0010453,Occident Avenue and Sunrise Terrace
0010454,Occident Avenue and Marion Avenue
0010455,Pommer Avenue and Catlin Avenue
0010456,Austin Place and Victory Boulevard
0010458,Clark Lane and Chester Place
0010459,Natalie Court and Austin Place
0010460,Chester Place and Clark Lane
0010462,Ward Avenue and Austin Place
0010466,Pierce Street and Weser Avenue
0010467,Mosel Avenue and Narrows Road South
0010469,Pierce Street and Elbe Avenue
0010470,Mosel Avenue and Narrows Road North
0010471,Mosel Avenue and Pierce Street
0010472,Mosel Avenue and Mosel Loop
0010473,Elbe Avenue and Steuben Street
0010475,Mosel Avenue and Mosel Loop
0010479,Steuben Street and Mosel Avenue
0010481,Steuben Street
0010483,Kansas Avenue
0010485,Steuben Street and Neckar Avenue
0010487,Steuben Street and Weser Avenue
0010488,Neckar Avenue
0010489,Weser Avenue
0010492,Elbe Avenue and Manton Place
0010497,Manton Place and Mosel Avenue
0010498,Palma Drive and Park Hill Avenue
0010499,Sobel Court and Bowen Street
0010500,Hanover Avenue and Palma Drive
0010501,Park Hill Avenue and Sobel Court
0010514,Roff Street and Vanderbilt Avenue
